,rmse,mean,median,std,min,max,sse
ConfidenceTrajectory.kitti,7.0759027027970784,0.7439894009750657,0.12369214616549444,7.036680952742406,0.0029414808195426787,161.79506430146344,54824.89697009884
ORBTrajectory.kitti,0.7711306076482969,0.512976919329604,0.33022665288173847,0.5757578434438739,0.0017904227039311014,4.249182050856971,651.1334433869746
