,rmse,mean,median,std,min,max,sse
ConfidenceTrajectory.kitti,0.5003455771686499,0.17744645906810727,0.0568652867446787,0.4678230977158138,0.0010191176292799861,7.629505424496662,274.1285377684912
ORBTrajectory.kitti,0.7711306076482969,0.512976919329604,0.33022665288173847,0.5757578434438739,0.0017904227039311014,4.249182050856971,651.1334433869746
