,rmse,mean,median,std,min,max,sse
ConfidenceTrajectory.kitti,16.507371185105068,13.56089327847605,17.29414063969883,9.41251703491793,0.04416265584288504,162.0104789696919,298652.66057334945
ORBTrajectory.kitti,4.683363634608291,4.0027082463907275,3.5904903432240154,2.4315060411701723,0.034344853802808245,10.940636073297034,24039.548847632635
