,rmse,mean,median,std,min,max,sse
ConfidenceTrajectory.kitti,5.698988543100112,4.653238025038468,4.089332623297224,3.2902653839352287,0.0307471059929506,13.026976816718676,35596.40357416742
ORBTrajectory.kitti,4.683363634608291,4.0027082463907275,3.5904903432240154,2.4315060411701723,0.034344853802808245,10.940636073297034,24039.548847632635
