,rmse,mean,median,std,min,max,sse
ConfidenceTrajectory.kitti,7.925805122706586,7.876353172774598,7.522955647713472,0.8839952153973908,3.9657765506066607,9.604042183606206,50003.43592712508
ORBTrajectory.kitti,5.246874580348534,5.159656945224472,5.208758546567141,0.952697784979307,0.5042375621111739,6.256946251016513,21913.635518078452
