,rmse,mean,median,std,min,max,sse
ConfidenceTrajectory.kitti,0.034737293369846954,0.026102608447253917,0.01904463627562802,0.022920152331783523,0.00102280473857333,0.15275555791554188,0.9593102427769364
ORBTrajectory.kitti,0.04484869426026325,0.03175078185016171,0.022763179007645146,0.031674804320690156,0.0013568548254399712,0.328940762082221,1.599067274596203
