,rmse,mean,median,std,min,max,sse
ConfidenceTrajectory.kitti,0.3239991540944687,0.1745351150880774,0.06955677785714018,0.272970594487983,0.002095878064687755,2.0407276316757246,114.94811978005474
ORBTrajectory.kitti,0.7711306076482969,0.512976919329604,0.33022665288173847,0.5757578434438739,0.0017904227039311014,4.249182050856971,651.1334433869746
